"Sun, Mar 2",Anaheim,Carolina,5,3,34,52,0,3,6,6
"Wed, Mar 5",Anaheim,Montreal,3,4,42,31,1,6,5,5
"Fri, Mar 7",Anaheim,Pittsburgh,2,3,31,17,0,3,2,3
"Mon, Mar 10",Anaheim,Toronto,1,3,44,23,0,4,1,2
"Wed, Mar 12",Calgary,Anaheim,7,2,22,25,0,2,3,4
"Fri, Mar 14",Colorado,Anaheim,4,6,33,38,0,4,3,5
"Sat, Mar 15",Los Angeles,Anaheim,1,2,20,38,0,3,2,3
"Tue, Mar 18",Anaheim,Washington,2,3,45,30,0,5,1,3
"Thu, Mar 20",San Jose,Anaheim,3,2,18,28,1,2,2,3
"Sun, Mar 23",Anaheim,Florida,6,2,40,30,1,3,1,1
"Wed, Mar 26",Calgary,Anaheim,2,3,34,34,1,2,1,1
"Fri, Mar 28",Edmonton,Anaheim,4,3,51,23,0,4,1,1
"Sat, Mar 29",Vancouver,Anaheim,1,5,21,32,1,5,3,3
"Mon, Mar 31",Anaheim,Winnipeg,5,4,36,37,1,1,2,3
"Wed, Apr 2",Anaheim,Edmonton,3,2,26,32,0,3,2,3
"Fri, Apr 4",Anaheim,Nashville,2,5,29,24,0,3,4,4
"Sun, Apr 6",Edmonton,Anaheim,4,2,36,28,1,5,2,3
"Mon, Apr 7",Vancouver,Anaheim,0,3,23,18,0,1,3,3
"Wed, Apr 9",Anaheim,San Jose,5,2,30,38,0,3,5,5
"Sat, Apr 12",Los Angeles,Anaheim,3,4,24,30,0,4,4,4
"Sun, Apr 13",Anaheim,Colorado,3,2,36,31,0,2,1,1
"Thu, Oct 3",Arizona,NY Rangers,4,1,32,24,1,3,3,4
"Sat, Oct 5",San Jose,Arizona,4,1,23,51,0,1,2,4
"Tue, Oct 8",NY Islanders,Arizona,6,1,34,28,0,3,4,6
"Thu, Oct 10",Detroit,Arizona,2,4,38,30,0,2,2,2
"Fri, Oct 11",Philadelphia,Arizona,1,2,31,37,1,6,4,4
"Sun, Oct 13",Carolina,Arizona,3,5,32,34,2,5,8,9
"Tue, Oct 15",Arizona,Ottawa,3,4,37,32,1,4,2,3
"Sat, Oct 19",Arizona,Detroit,5,2,33,33,0,2,2,2
"Tue, Oct 22",Arizona,Calgary,4,2,33,24,1,3,3,3
"Thu, Oct 24",Los Angeles,Arizona,7,4,28,38,1,4,4,5
"Sat, Oct 26",Arizona,Edmonton,5,4,28,30,2,6,2,2
"Tue, Oct 29",Arizona,Los Angeles,3,1,33,42,1,5,2,3
"Thu, Oct 31",Arizona,Nashville,5,4,25,40,1,2,1,2
"Sat, Nov 2",San Jose,Arizona,2,3,30,50,0,4,5,6
"Tue, Nov 5",Arizona,Vancouver,3,2,32,33,0,3,2,3
"Sat, Nov 9",Arizona,Washington,4,3,35,32,2,6,5,7
"Tue, Nov 12",St. Louis,Arizona,2,3,19,39,0,1,1,1
"Thu, Nov 14",Chicago,Arizona,5,4,30,52,1,3,2,3
"Sat, Nov 16",Arizona,Tampa Bay,6,3,30,30,2,3,2,2
"Thu, Nov 21",Arizona,Colorado,3,4,44,30,1,3,3,5
"Mon, Nov 25",Nashville,Arizona,4,2,31,29,0,1,0,0
"Wed, Nov 27",Minnesota,Arizona,1,3,26,29,1,2,2,2
"Sat, Nov 30",Arizona,Chicago,2,5,34,36,1,5,4,5
"Tue, Dec 3",Edmonton,Arizona,2,6,33,33,1,3,5,6
"Wed, Dec 4",Calgary,Arizona,4,1,30,18,0,5,2,3
"Fri, Dec 6",Vancouver,Arizona,3,2,39,32,0,2,1,2
"Tue, Dec 10",Colorado,Arizona,1,3,25,30,1,2,2,2
"Thu, Dec 12",Arizona,NY Islanders,6,3,37,24,1,4,3,3
"Sat, Dec 14",Arizona,Carolina,1,3,38,33,0,2,4,4
"Tue, Dec 17",Montreal,Arizona,3,1,27,28,0,4,2,4
"Thu, Dec 19",Toronto,Arizona,2,1,35,27,0,2,3,3
"Sat, Dec 21",Ottawa,Arizona,3,4,38,40,2,6,6,7
"Mon, Dec 23",Buffalo,Arizona,2,1,37,32,0,5,3,3
"Fri, Dec 27",Arizona,San Jose,3,4,37,32,1,2,2,3
"Tue, Dec 31",Arizona,Edmonton,4,3,45,25,0,2,1,1
"Thu, Jan 2",Arizona,Columbus,0,2,34,31,0,5,2,4
"Sat, Jan 4",Arizona,Philadelphia,3,5,29,28,0,4,2,3
"Tue, Jan 7",Arizona,Calgary,6,0,30,27,1,3,2,2
"Thu, Jan 9",Arizona,Minnesota,1,4,40,29,1,3,2,3
"Mon, Jan 13",Winnipeg,Arizona,5,1,19,38,1,2,7,8
"Tue, Jan 14",St. Louis,Arizona,2,1,21,18,1,3,2,3
"Thu, Jan 16",Arizona,Vancouver,1,0,23,29,1,6,7,7
"Sat, Jan 18",Arizona,New Jersey,3,2,27,35,1,3,1,2
"Mon, Jan 20",Arizona,Toronto,2,4,41,29,1,4,4,6
"Wed, Jan 22",Calgary,Arizona,3,2,32,26,0,2,2,2
"Fri, Jan 24",Edmonton,Arizona,3,4,29,39,1,2,5,5
"Sun, Jan 26",Vancouver,Arizona,5,4,33,25,1,5,4,4
"Tue, Jan 28",Arizona,Los Angeles,3,0,29,30,1,3,2,2
"Thu, Jan 30",Arizona,Buffalo,2,3,40,28,1,3,1,2
"Sat, Feb 1",Arizona,Pittsburgh,3,1,30,24,0,4,2,2
"Tue, Feb 4",Arizona,Dallas,1,3,28,40,0,2,3,4
"Fri, Feb 7",Arizona,Chicago,2,0,26,30,2,5,2,2
"Sat, Feb 8",Dallas,Arizona,2,1,27,33,1,4,5,5
"Thu, Feb 27",Winnipeg,Arizona,3,2,36,29,1,5,3,4
"Fri, Feb 28",Colorado,Arizona,4,2,42,33,2,5,2,4
"Sun, Mar 2",Arizona,St. Louis,2,4,25,30,0,3,2,3
"Tue, Mar 4",Arizona,Vancouver,1,0,32,23,0,3,0,0
"Thu, Mar 6",Arizona,Montreal,5,2,23,26,2,3,4,5
"Sat, Mar 8",Washington,Arizona,3,2,33,33,1,3,1,2
"Mon, Mar 10",Tampa Bay,Arizona,3,4,20,31,0,3,4,4
"Tue, Mar 11",Florida,Arizona,1,3,26,32,1,3,4,5
"Thu, Mar 13",Boston,Arizona,2,1,22,20,0,5,1,1
"Sat, Mar 15",Arizona,Calgary,3,2,26,31,1,8,2,4
"Mon, Mar 17",Los Angeles,Arizona,3,4,27,39,1,4,3,4
"Thu, Mar 20",Arizona,Florida,2,1,22,23,1,1,3,3
"Sat, Mar 22",Arizona,Boston,2,4,33,28,1,3,3,3
"Mon, Mar 24",NY Rangers,Arizona,4,3,21,36,1,4,2,2
"Tue, Mar 25",Pittsburgh,Arizona,2,3,29,25,1,5,0,1
"Thu, Mar 27",New Jersey,Arizona,2,3,27,28,0,3,4,4
"Sat, Mar 29",Arizona,Minnesota,1,3,24,30,1,4,1,1
"Tue, Apr 1",Arizona,Winnipeg,1,2,29,22,0,2,1,1
"Wed, Apr 2",Los Angeles,Arizona,4,0,17,32,0,2,2,4
"Fri, Apr 4",Arizona,Edmonton,2,3,26,26,1,2,1,1
"Tue, Apr 8",Columbus,Arizona,4,3,32,30,0,2,1,1
"Thu, Apr 10",Nashville,Arizona,2,0,29,23,0,2,1,2
"Sat, Apr 12",Arizona,San Jose,2,3,32,32,0,1,2,3
"Sun, Apr 13",Arizona,Dallas,2,1,31,17,0,5,1,2
"Thu, Oct 3",Boston,Tampa Bay,3,1,25,33,0,3,5,5
"Sat, Oct 5",Boston,Detroit,4,1,37,26,2,4,2,2
"Thu, Oct 10",Boston,Colorado,0,2,39,30,0,3,3,4
"Sat, Oct 12",Columbus,Boston,1,3,36,27,0,4,3,4
"Mon, Oct 14",Boston,Detroit,2,3,30,27,0,5,0,0
"Thu, Oct 17",Florida,Boston,2,3,40,29,1,3,1,1
"Sat, Oct 19",Tampa Bay,Boston,0,5,22,23,0,4,4,4
"Wed, Oct 23",Buffalo,Boston,2,5,34,16,1,4,2,3
"Thu, Oct 24",Boston,San Jose,2,1,17,39,0,1,1,1
"Sat, Oct 26",Boston,New Jersey,3,4,28,32,1,2,3,7
"Wed, Oct 30",Pittsburgh,Boston,3,2,23,31,0,1,1,2
"Sat, Nov 2",NY Islanders,Boston,3,1,27,34,1,3,3,3
"Tue, Nov 5",Boston,Dallas,2,3,36,36,0,4,3,3
"Thu, Nov 7",Boston,Florida,4,1,30,24,0,1,4,4
"Sat, Nov 9",Boston,Toronto,3,1,34,34,2,3,3,3
"Mon, Nov 11",Boston,Tampa Bay,3,0,26,28,0,1,4,4
"Thu, Nov 14",Boston,Columbus,3,2,31,34,0,1,4,4
"Fri, Nov 15",Ottawa,Boston,4,2,32,31,0,1,2,2
"Mon, Nov 18",Carolina,Boston,1,4,30,24,1,2,4,4
"Tue, Nov 19",NY Rangers,Boston,1,2,22,44,0,3,2,3
"Thu, Nov 21",Boston,St. Louis,2,3,31,26,0,1,1,1
"Sat, Nov 23",Boston,Carolina,3,2,38,24,1,5,1,2
"Mon, Nov 25",Boston,Pittsburgh,4,3,24,31,1,1,1,1
"Wed, Nov 27",Detroit,Boston,6,1,17,28,0,3,3,4
"Fri, Nov 29",Boston,NY Rangers,3,2,28,19,0,2,5,5
"Sat, Nov 30",Boston,Columbus,3,1,36,14,1,6,1,2
"Thu, Dec 5",Montreal,Boston,2,1,33,27,0,2,4,4
"Sat, Dec 7",Boston,Pittsburgh,3,2,21,30,0,4,5,7
"Sun, Dec 8",Toronto,Boston,2,5,39,32,2,3,4,4
"Tue, Dec 10",Calgary,Boston,1,2,24,27,1,3,2,2
"Thu, Dec 12",Edmonton,Boston,2,4,31,41,0,1,3,3
"Sat, Dec 14",Vancouver,Boston,6,2,41,30,0,3,1,2
"Tue, Dec 17",Boston,Calgary,2,0,31,21,2,3,3,3
"Thu, Dec 19",Buffalo,Boston,4,2,36,23,0,2,4,4
"Sat, Dec 21",Boston,Buffalo,4,1,39,35,1,3,6,6
"Mon, Dec 23",Nashville,Boston,2,6,33,34,3,3,1,2
"Fri, Dec 27",Boston,Ottawa,5,0,42,33,1,2,3,3
"Sat, Dec 28",Ottawa,Boston,4,3,32,30,0,4,2,2
"Tue, Dec 31",Boston,NY Islanders,3,5,38,31,1,3,4,8
"Thu, Jan 2",Boston,Nashville,3,2,25,35,0,2,1,1
"Sat, Jan 4",Boston,Winnipeg,4,1,29,37,0,2,3,3
"Thu, Jan 9",Los Angeles,Boston,4,2,22,35,0,3,5,6
"Sat, Jan 11",San Jose,Boston,0,1,22,26,0,3,1,1
"Tue, Jan 14",Boston,Toronto,3,4,41,26,0,3,3,5
"Thu, Jan 16",Dallas,Boston,2,4,41,34,1,4,5,6
"Sun, Jan 19",Chicago,Boston,3,2,36,37,0,3,2,2
"Mon, Jan 20",Boston,Los Angeles,3,2,23,23,1,4,3,4
"Sat, Jan 25",Philadelphia,Boston,1,6,33,26,3,5,1,2
"Mon, Jan 27",NY Islanders,Boston,3,6,37,37,0,2,5,5
"Tue, Jan 28",Boston,Florida,6,2,41,30,1,5,1,2
"Thu, Jan 30",Boston,Montreal,1,4,35,33,0,3,3,4
"Sat, Feb 1",Boston,Edmonton,4,0,41,22,2,5,4,4
"Tue, Feb 4",Boston,Vancouver,3,1,32,28,1,3,2,2
"Thu, Feb 6",St. Louis,Boston,3,2,38,27,0,4,3,3
"Sat, Feb 8",Boston,Ottawa,7,2,42,28,1,4,2,3
"Wed, Feb 26",Buffalo,Boston,5,4,33,26,2,4,4,5
"Sat, Mar 1",Boston,Washington,2,4,38,31,1,5,4,6
"Sun, Mar 2",NY Rangers,Boston,3,6,33,42,0,0,3,4
"Tue, Mar 4",Boston,Florida,4,1,39,24,0,2,3,3
"Thu, Mar 6",Boston,Washington,3,0,43,16,0,0,0,0
"Sat, Mar 8",Tampa Bay,Boston,3,4,32,20,0,3,1,1
"Sun, Mar 9",Florida,Boston,2,5,42,22,2,4,4,4
"Wed, Mar 12",Montreal,Boston,1,4,32,36,0,2,3,3
"Sat, Mar 15",Boston,Carolina,5,1,41,30,0,2,3,3
"Mon, Mar 17",Boston,Minnesota,4,1,29,34,0,0,1,1
"Tue, Mar 18",New Jersey,Boston,2,4,31,24,0,2,3,4
"Fri, Mar 21",Colorado,Boston,0,2,28,31,1,1,3,3
"Mon, Mar 24",Boston,Montreal,1,2,29,22,1,6,5,6
"Thu, Mar 27",Boston,Chicago,3,0,23,28,0,1,2,2
"Sat, Mar 29",Washington,Boston,2,4,36,33,2,4,3,3
"Sun, Mar 30",Philadelphia,Boston,3,4,30,52,1,2,4,4
"Wed, Apr 2",Detroit,Boston,3,2,35,20,1,4,2,2
"Thu, Apr 3",Toronto,Boston,4,3,38,31,0,2,2,3
"Sat, Apr 5",Boston,Philadelphia,5,2,42,26,0,1,2,3
"Tue, Apr 8",Minnesota,Boston,4,3,24,24,2,5,1,2
"Thu, Apr 10",Winnipeg,Boston,2,1,33,37,0,4,1,1
"Sat, Apr 12",Boston,Buffalo,4,1,30,25,1,3,2,2
"Sun, Apr 13",New Jersey,Boston,3,2,18,31,2,2,1,2
"Wed, Oct 2",Detroit,Buffalo,2,1,20,34,0,7,3,3
"Fri, Oct 4",Buffalo,Ottawa,0,1,35,46,0,4,3,3
"Sat, Oct 5",Pittsburgh,Buffalo,4,1,21,35,0,2,2,2
"Tue, Oct 8",Buffalo,Tampa Bay,2,3,23,34,2,4,2,3
"Thu, Oct 10",Buffalo,Columbus,1,4,27,33,0,1,4,4
"Sat, Oct 12",Chicago,Buffalo,2,1,29,40,0,3,4,5
"Mon, Oct 14",Buffalo,Minnesota,1,2,23,20,0,4,2,3
"Tue, Oct 15",NY Islanders,Buffalo,3,4,34,44,1,4,2,3
"Thu, Oct 17",Buffalo,Vancouver,0,3,25,34,0,3,3,3
"Sat, Oct 19",Buffalo,Colorado,2,4,30,26,0,3,2,3
"Fri, Oct 25",Florida,Buffalo,1,3,21,45,0,1,2,2
"Sat, Oct 26",Tampa Bay,Buffalo,3,2,22,39,0,3,5,6
"Mon, Oct 28",Buffalo,Dallas,3,4,25,29,1,3,2,3
"Thu, Oct 31",NY Rangers,Buffalo,2,0,29,46,0,1,2,3
"Tue, Nov 5",San Jose,Buffalo,4,5,36,51,1,3,4,4
"Thu, Nov 7",Los Angeles,Buffalo,2,0,19,28,0,4,3,5
"Tue, Nov 12",Buffalo,Los Angeles,3,2,17,45,1,2,5,5
"Fri, Nov 15",Buffalo,Toronto,3,1,27,33,1,3,3,3
"Sat, Nov 16",Toronto,Buffalo,4,2,35,22,1,3,0,2
"Tue, Nov 19",Buffalo,St. Louis,1,4,24,31,0,2,2,3
"Thu, Nov 21",Philadelphia,Buffalo,4,1,30,46,1,5,6,7
"Sun, Nov 24",Buffalo,Detroit,1,3,22,34,0,2,2,3
"Wed, Nov 27",Buffalo,Montreal,1,3,25,31,0,2,2,4
"Fri, Nov 29",Buffalo,Toronto,3,2,29,24,1,4,1,1
"Sat, Nov 30",New Jersey,Buffalo,1,0,15,24,0,3,2,2
"Thu, Dec 5",Buffalo,NY Rangers,1,3,28,31,0,2,1,2
"Sat, Dec 7",Montreal,Buffalo,3,2,25,19,0,1,1,1
"Tue, Dec 10",Buffalo,Ottawa,2,1,36,36,0,3,3,3
"Thu, Dec 12",Ottawa,Buffalo,2,1,41,32,1,5,3,3
"Sat, Dec 14",Buffalo,Calgary,1,2,27,26,0,5,4,4
"Tue, Dec 17",Buffalo,Winnipeg,4,2,31,27,1,5,1,1
"Fri, Dec 27",Toronto,Buffalo,4,3,35,42,1,1,2,3
"Sun, Dec 29",Buffalo,Washington,2,1,17,50,0,0,2,2
"Tue, Dec 31",Winnipeg,Buffalo,3,0,27,26,0,4,3,3
"Thu, Jan 2",Minnesota,Buffalo,4,1,20,31,0,4,4,4
"Sat, Jan 4",Buffalo,New Jersey,2,1,22,22,2,5,3,4
"Thu, Jan 9",Buffalo,Florida,1,2,24,35,0,2,4,4
"Sun, Jan 12",Washington,Buffalo,1,2,31,29,1,5,2,2
"Tue, Jan 14",Buffalo,Philadelphia,3,4,19,33,0,4,4,6
"Wed, Jan 15",Toronto,Buffalo,4,3,30,39,1,2,2,2
"Sat, Jan 18",Buffalo,Columbus,3,4,29,35,1,4,1,2
"Tue, Jan 21",Buffalo,Florida,3,4,35,22,2,7,1,1
"Thu, Jan 23",Buffalo,Carolina,3,5,29,33,0,2,3,3
"Sat, Jan 25",Columbus,Buffalo,2,5,22,38,0,1,4,4
"Mon, Jan 27",Pittsburgh,Buffalo,3,0,24,34,0,3,1,1
"Tue, Jan 28",Buffalo,Washington,4,5,27,35,1,2,1,3
"Sat, Feb 1",Colorado,Buffalo,7,1,28,39,1,5,4,6
"Mon, Feb 3",Buffalo,Edmonton,2,3,44,28,1,6,5,5
"Wed, Feb 5",Buffalo,Pittsburgh,1,5,25,34,0,1,3,4
"Thu, Feb 6",Ottawa,Buffalo,3,2,32,36,0,7,3,3
"Tue, Feb 25",Buffalo,Carolina,3,2,18,38,1,3,5,5
"Fri, Feb 28",Buffalo,San Jose,4,2,20,38,1,2,2,2
"Mon, Mar 3",Dallas,Buffalo,3,2,23,39,0,1,5,6
"Thu, Mar 6",Tampa Bay,Buffalo,1,3,21,44,0,2,3,3
"Fri, Mar 7",Florida,Buffalo,2,0,25,44,0,2,6,8
"Sun, Mar 9",Buffalo,Chicago,1,2,21,31,0,5,5,5
"Tue, Mar 11",Buffalo,Nashville,1,4,25,24,1,4,0,1
"Thu, Mar 13",Carolina,Buffalo,4,2,23,55,0,2,4,5
"Sat, Mar 15",NY Islanders,Buffalo,4,1,34,38,1,6,2,3
"Sun, Mar 16",Buffalo,Montreal,0,2,29,32,0,2,3,3
"Tue, Mar 18",Calgary,Buffalo,3,1,14,26,0,2,1,1
"Thu, Mar 20",Edmonton,Buffalo,1,3,36,36,1,2,5,6
"Sun, Mar 23",Vancouver,Buffalo,4,2,18,36,0,1,1,1
"Tue, Mar 25",Montreal,Buffalo,2,0,24,35,0,3,5,6
"Thu, Mar 27",Nashville,Buffalo,6,1,33,34,0,3,2,3
"Sat, Mar 29",Buffalo,Tampa Bay,3,4,28,33,0,3,2,4
"Tue, Apr 1",Buffalo,New Jersey,3,2,27,35,1,3,1,2
"Thu, Apr 3",St. Louis,Buffalo,2,1,25,28,1,3,2,2
"Fri, Apr 4",Detroit,Buffalo,3,2,23,31,1,3,2,3
"Sun, Apr 6",Philadelphia,Buffalo,5,2,19,37,1,6,3,4
"Tue, Apr 8",Buffalo,Detroit,2,4,27,37,0,3,5,5
"Thu, Apr 10",NY Rangers,Buffalo,2,1,24,30,0,2,4,4
"Sun, Apr 13",Buffalo,NY Islanders,3,4,39,25,0,2,1,2
"Thu, Oct 3",Washington,Calgary,5,4,39,39,1,5,1,3
"Fri, Oct 4",Columbus,Calgary,3,4,30,32,0,3,2,3
"Sun, Oct 6",Calgary,Vancouver,4,5,36,28,0,3,1,1
"Wed, Oct 9",Calgary,Montreal,3,2,25,35,1,3,2,3
"Fri, Oct 11",Calgary,New Jersey,3,2,29,21,2,4,2,2
"Sat, Oct 19",San Jose,Calgary,6,3,19,36,1,6,6,9
"Mon, Oct 21",Los Angeles,Calgary,2,3,25,29,3,6,2,3
"Thu, Oct 24",Dallas,Calgary,5,1,29,34,0,2,4,4
"Sat, Oct 26",Calgary,Washington,5,2,33,29,0,3,4,4
"Wed, Oct 30",Calgary,Toronto,2,4,43,22,0,5,1,1
"Fri, Nov 1",Calgary,Detroit,3,4,25,22,0,5,3,3
"Sun, Nov 3",Chicago,Calgary,2,3,30,44,0,0,2,3
"Tue, Nov 5",Minnesota,Calgary,5,1,25,24,0,4,2,3
"Thu, Nov 7",St. Louis,Calgary,3,2,20,27,0,6,2,3
"Fri, Nov 8",Colorado,Calgary,4,2,32,27,0,2,2,3
"Tue, Nov 12",Calgary,San Jose,2,3,13,35,1,2,1,2
"Thu, Nov 14",Calgary,Dallas,3,7,28,32,1,2,2,3
"Sat, Nov 16",Calgary,Edmonton,2,4,35,23,0,3,2,2
"Mon, Nov 18",Winnipeg,Calgary,4,5,33,47,1,5,2,3
"Wed, Nov 20",Calgary,Columbus,1,2,24,18,0,0,3,3
"Fri, Nov 22",Calgary,Florida,4,3,24,26,1,2,4,4
"Wed, Nov 27",Calgary,Chicago,2,3,22,30,0,1,2,2
"Sat, Nov 30",Los Angeles,Calgary,1,2,20,22,0,5,3,3
"Fri, Dec 6",Calgary,Colorado,2,3,28,25,1,4,4,4
"Sat, Dec 7",Edmonton,Calgary,1,2,27,31,0,2,6,6
"Thu, Dec 12",Calgary,Carolina,2,1,30,30,0,1,2,2
"Sun, Dec 15",NY Rangers,Calgary,4,3,21,32,1,5,4,4
"Thu, Dec 19",Detroit,Calgary,3,2,22,38,1,5,3,4
"Sat, Dec 21",Pittsburgh,Calgary,4,3,30,23,0,3,3,3
"Mon, Dec 23",Calgary,St. Louis,4,3,29,35,2,5,3,4
"Fri, Dec 27",Calgary,Edmonton,0,2,27,28,0,2,3,4
"Sun, Dec 29",Calgary,Vancouver,0,2,18,30,0,1,1,1
"Tue, Dec 31",Calgary,Philadelphia,1,4,24,21,0,2,1,1
"Fri, Jan 3",Calgary,Tampa Bay,0,2,19,29,0,5,5,5
"Mon, Jan 6",Colorado,Calgary,3,4,19,25,1,3,2,4
"Thu, Jan 9",Calgary,St. Louis,0,5,33,29,0,6,4,6
"Sat, Jan 11",Calgary,Pittsburgh,1,2,28,26,1,6,3,3
"Mon, Jan 13",Carolina,Calgary,0,2,29,23,1,3,1,1
"Tue, Jan 14",Nashville,Calgary,4,2,24,34,0,2,2,4
"Thu, Jan 16",Calgary,Winnipeg,2,5,22,23,0,3,4,5
"Sat, Jan 18",Vancouver,Calgary,3,2,33,33,1,4,2,3
"Mon, Jan 20",San Jose,Calgary,3,2,23,27,0,0,0,1
"Fri, Jan 24",Calgary,Nashville,5,4,31,25,3,5,2,2
"Tue, Jan 28",Calgary,Chicago,5,4,29,33,0,2,1,1
"Thu, Jan 30",Calgary,San Jose,4,1,30,28,0,2,1,1
"Sat, Feb 1",Calgary,Minnesota,4,3,32,23,0,4,3,4
"Tue, Feb 4",Montreal,Calgary,2,0,27,27,0,2,0,1
"Thu, Feb 6",NY Islanders,Calgary,2,4,22,30,1,2,5,5
"Sat, Feb 8",Philadelphia,Calgary,2,1,33,23,0,2,2,2
"Thu, Feb 27",Calgary,Los Angeles,0,2,25,24,0,4,0,0
"Sat, Mar 1",Edmonton,Calgary,1,2,30,22,0,3,2,2
"Mon, Mar 3",Minnesota,Calgary,3,2,23,27,0,1,1,2
"Wed, Mar 5",Calgary,Ottawa,4,1,28,31,2,7,5,5
"Fri, Mar 7",Calgary,NY Islanders,4,3,23,26,0,1,4,4
"Sat, Mar 8",Vancouver,Calgary,2,1,23,14,0,5,1,1
"Mon, Mar 10",Calgary,Los Angeles,2,3,26,23,1,3,2,2
"Fri, Mar 14",Dallas,Calgary,3,4,30,25,1,1,0,0
"Fri, Mar 21",Calgary,Nashville,5,6,29,22,1,2,1,2
